danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.627,0.885,0,-4.414,0,0.0853,0.00194,0.00226,0.752,0.879,128.011,0Lsgh402I7Y9ZtNtMF6in6,227173,4
0.589,0.892,9,-7.191,0,0.0389,0.0165,0.0122,0.0769,0.588,128.011,1mhdutxtui05yqgDzJwoDi,224987,4
0.685,0.615,3,-8.146,0,0.0539,0.0852,5.64e-05,0.0838,0.167,125.988,58ma0p0GQqxfbe5vNFraUs,220238,4
0.479,0.9,0,-4.314,1,0.316,0.0085,0.086,0.172,0.516,127.238,4Zfd34eDUHmWDIS1eViUAq,172347,4
0.549,0.529,3,-12.291,0,0.108,0.76,0.0,0.206,0.464,82.755,3E5ndyOfO6vFDEIE42HA8o,184333,4
0.503,0.182,0,-16.651,0,0.0323,0.776,0.0,0.178,0.652,63.684,4WUcNkpoNSKoe5MUuyzrfC,133933,4
0.677,0.355,3,-12.43,1,0.0464,0.677,0.0,0.0701,0.785,128.117,7DhjBWlWMv0Lsspq7KLvIz,173693,4
0.674,0.498,0,-10.07,1,0.13,0.512,2.05e-06,0.404,0.747,81.075,62eAoNfrrS84177LOzJMQx,162107,4
0.574,0.338,6,-11.376,1,0.042,0.845,0.0,0.165,0.493,67.008,4hHbeIIKO5Y5uLyIEbY9Gn,199093,4
0.521,0.516,2,-7.456,0,0.0369,0.723,0.0,0.257,0.569,136.483,2EIaO5knwUA3F2qnf9LV3S,172480,4
0.386,0.125,0,-17.695,1,0.0394,0.921,6.42e-06,0.0919,0.254,147.721,2HyPrPSANTIPkR6CfiytwY,223373,4
0.678,0.409,1,-9.654,0,0.208,0.809,0.0,0.103,0.695,152.865,5G4JTc4HlIsg7CyiDwoPV2,139680,4
0.416,0.341,9,-10.749,1,0.0391,0.864,0.0,0.724,0.776,177.229,6yhLR2sVn1IfsScVrR4ocr,123360,4
0.629,0.397,0,-10.483,1,0.034,0.455,0.00011,0.504,0.561,124.563,00jlyC6x233qlS1vhLHdA3,192840,4
0.601,0.239,2,-12.175,0,0.0384,0.727,1.43e-06,0.0748,0.569,120.036,4nbILrYODP667b3d66ZMzI,162960,4
0.407,0.589,2,-5.32,1,0.03,0.547,0.0,0.281,0.559,109.009,4ODWgs1CVAZKDbryEodjiz,204147,4
0.645,0.398,8,-12.208,1,0.11,0.854,0.306,0.0731,0.705,82.768,6dZKWYSx5YBIme4SfpIHJ0,211587,4
0.742,0.0899,9,-19.187,0,0.158,0.0906,0.0,0.113,0.351,137.473,2CeqxyOZEyiL6pTDYZ9gPH,201333,4
0.677,0.353,2,-11.808,0,0.0443,0.708,4.6e-05,0.304,0.648,125.854,6iEVJAa73tL7RmmrqzA85y,148707,4
0.279,0.454,2,-7.733,1,0.0316,0.395,0.0,0.198,0.216,150.661,6lTTzSk1hRrxp4VMwXBp2l,274933,4
0.648,0.241,7,-11.98,1,0.0407,0.755,0.0,0.146,0.634,135.887,1hqrv4RHtqRres6Szcibvv,133813,4
0.585,0.247,1,-12.612,1,0.04,0.452,8.85e-06,0.107,0.591,127.15,3aEJMh1cXKEjgh52claxQp,223760,4
0.259,0.473,5,-8.275,1,0.0295,0.592,0.0,0.201,0.539,90.348,74VR3AkGPhbYXnxcOYa16x,157867,4
0.56,0.434,4,-14.151,0,0.0729,0.55,0.0,0.346,0.664,112.803,4FmCUATNIarCQh72JYdvnm,187040,3
0.512,0.457,5,-10.053,1,0.074,0.607,0.0,0.397,0.793,147.588,6uayMGc7bnH9ZPk46APSS3,134067,4
0.661,0.311,4,-9.549,0,0.0701,0.458,0.0,0.233,0.702,132.008,3ZpTyU4mF3PR9jLpFA3AAC,145800,4
0.366,0.391,3,-12.322,1,0.0425,0.854,0.0,0.352,0.461,119.182,5I9sHwLDX28tLtzVgKLtpr,164547,3
0.649,0.429,4,-9.858,1,0.035,0.734,0.0,0.22,0.76,96.592,0znQyUrJwmuLenUzJXawEY,156173,4
0.611,0.386,5,-11.921,1,0.0396,0.762,0.0,0.464,0.889,116.125,2PNBLcmRZn83z6MjhYynQC,126907,4
0.64,0.154,6,-14.05,0,0.042,0.768,0.0,0.0551,0.481,126.045,6qMMQzYTKabamnMPlCmfxb,221413,4
0.585,0.489,7,-11.574,1,0.0275,0.828,0.0,0.42,0.845,133.974,6hhuQN1IIAFir8fthpN9cH,161280,4
0.589,0.202,1,-13.74,1,0.0376,0.672,0.0,0.348,0.769,135.329,6mcDe5GXUZn6eF7mC5l3Hg,145347,4
0.57,0.196,2,-14.374,0,0.0442,0.667,0.0,0.104,0.612,127.3,5MHAl3WVEOYgEmA7RXIrSv,135253,4
0.755,0.409,5,-11.813,1,0.0497,0.665,0.005,0.232,0.787,128.148,0GaVD2xG18kwPJpa8jfoeX,138107,4
0.472,0.345,10,-8.387,1,0.0413,0.966,0.0,0.0737,0.696,109.233,3G3sjrRx3BwAkuqYbLDHEk,141920,4
0.423,0.364,7,-13.093,1,0.0341,0.908,8.35e-06,0.211,0.573,107.899,5bhFjjOxKttzjw4wISVQZ8,133187,4
0.489,0.381,7,-13.882,1,0.0428,0.901,0.0,0.156,0.796,174.515,3Dxuooqtp5zcpIEdJCDJBN,157707,4
0.528,0.395,6,-8.054,1,0.0449,0.834,0.0,0.109,0.746,109.141,4UXSAkJHUU8SYwpux3ikRq,177520,1
0.769,0.177,0,-11.266,0,0.0377,0.918,0.771,0.107,0.689,131.178,4m05XqmfZb8ILRv90rNw16,193200,4
0.651,0.45,10,-9.317,1,0.0319,0.831,0.58,0.123,0.826,92.107,15AxDcEv579wQjIU7Tw1WV,196520,4
0.575,0.326,7,-9.937,1,0.0598,0.921,0.0,0.499,0.864,180.214,2yH6SQ70OdjDKrtxcunVZp,190160,3
0.596,0.31,0,-10.441,1,0.0689,0.947,3e-05,0.452,0.615,145.732,1XogctkYSgvS6R4zSKRLkQ,206213,4
0.42,0.273,6,-12.346,0,0.0396,0.437,1.19e-06,0.136,0.613,123.37,5k1gg6B8q7Zj3M2FjHVqdY,174640,4
0.425,0.373,4,-7.543,1,0.0801,0.686,0.0,0.077,0.663,78.231,4QxDOjgpYtQDxxbWPuEJOy,155307,4
0.66,0.26,5,-13.853,0,0.0341,0.656,0.0,0.185,0.63,124.893,5XrLzC6tClHbANUOmPYg2E,135507,4
0.502,0.357,9,-9.281,0,0.0557,0.778,0.0,0.203,0.585,136.09,3Oc9vsvJ2P4BKjB1xzR13M,139267,4
0.5,0.322,7,-13.916,1,0.0428,0.747,0.0,0.286,0.698,141.639,63PXRspNUGMrX5UcHEKtT9,221565,4
0.619,0.333,1,-11.283,1,0.0528,0.586,0.0,0.0551,0.871,147.31,5pVv6O1a72xqFu5PnQFEcA,148200,4
0.67,0.318,3,-12.134,0,0.155,0.381,0.0,0.101,0.846,167.583,54EEuKcvf9lvytQ7r8n8hG,184040,4
0.648,0.42,1,-10.803,1,0.397,0.615,0.0,0.0935,0.888,172.232,6FCAeetBJu6XFTX8kG5oWX,158133,4
0.649,0.118,2,-13.16,1,0.0513,0.924,0.0,0.218,0.549,74.99,0jVYsBfsxGA7zPurjqnlH8,175213,4
0.695,0.145,1,-17.7,1,0.083,0.911,0.0,0.114,0.535,118.166,7vuVvDFhHH3h7QyLMagBoB,149827,4
0.499,0.35,0,-7.002,1,0.0335,0.608,0.0,0.109,0.38,116.103,7HH8xXMzlPp5BRVqySUVbl,173504,4
0.447,0.487,7,-6.783,1,0.062,0.843,0.0,0.177,0.696,182.515,6115ks6fGkf7KYRDAi8lNK,113293,3
0.659,0.3,8,-12.548,1,0.0659,0.51,0.0,0.169,0.461,109.7,3HXdy2r9RzawSwqQCwkjnP,173227,3
0.607,0.347,7,-12.241,1,0.0369,0.695,0.0,0.121,0.644,125.485,0Juciz8gOjrO89qw5KwQV5,124560,4
0.525,0.403,8,-11.987,1,0.0945,0.597,0.0,0.0565,0.718,125.187,6lYeYgSkWh6TZDQy6YZuvG,283200,4
0.777,0.289,10,-11.173,1,0.0526,0.669,0.0,0.0361,0.772,123.021,72YmaOpnG5ekak9Ja1cPHR,176040,4
0.561,0.291,2,-10.478,0,0.0351,0.546,0.0,0.088,0.621,126.655,7CSOtaqHwXfKvdWJn9tasM,133507,4
0.468,0.418,2,-10.894,0,0.0732,0.71,0.0,0.0534,0.555,159.889,2gd28EFQmVBuAp5ihe1dAR,195360,4
0.412,0.523,10,-6.104,1,0.0493,0.636,0.0,0.337,0.526,83.164,3FsrG1TIB79ONER5Fr1cCt,171067,4
0.482,0.32,5,-11.0,0,0.0623,0.557,0.0,0.0627,0.806,167.159,6nXWCatFrxkHF1BUJV7W6p,107960,4
0.395,0.375,5,-10.966,0,0.0381,0.555,0.0,0.576,0.775,178.105,3mKdw0slI6wmnb1FBrvwn2,194093,4
0.498,0.484,5,-8.74,0,0.0315,0.481,0.0,0.243,0.691,152.498,7gxW8hMXEUkc1G3m7z9vei,145933,4
0.612,0.144,6,-12.204,0,0.0352,0.88,0.0,0.203,0.343,128.629,5OkKOkdVTKFrYi6GWXkMzR,181627,4
0.711,0.228,10,-10.564,1,0.0319,0.858,0.0,0.121,0.633,110.944,2kKvwBX4Qsn1CpbqjtNyad,157760,4
0.576,0.321,10,-11.602,1,0.0938,0.614,0.0,0.296,0.664,159.226,3mYKVGjd2OYEOdL3j8PZ5Q,164320,4
0.529,0.261,5,-14.493,1,0.0347,0.854,6.57e-06,0.13,0.451,133.647,3NdHYXQK5gkFFEZvSMVVj6,194040,3
0.622,0.24,5,-14.067,0,0.0363,0.798,0.0,0.142,0.587,132.234,0elmUoU7eMPwZX1Mw1MnQo,202160,4
0.346,0.429,8,-8.208,1,0.0292,0.394,0.0,0.166,0.545,132.398,5ZXHIeyneAhJHjR1JQ2cYs,174840,3
0.274,0.348,5,-8.631,1,0.0293,0.547,0.0133,0.334,0.328,87.43,4Hhv2vrOTy89HFRcjU3QOx,179693,3
0.387,0.117,0,-17.803,1,0.0299,0.925,0.000171,0.109,0.166,93.575,66iKqUazBbTlAEjcZrpDkD,151867,4
0.654,0.309,3,-13.485,1,0.168,0.818,0.0,0.315,0.599,123.251,6NDaYWg85ZnJ3Ae0WkILWh,251600,4
0.552,0.313,5,-12.41,1,0.0296,0.916,0.0017,0.12,0.303,88.554,3YdKJzcoMZMacISlpY4QoP,202773,3
0.317,0.336,2,-9.428,1,0.0323,0.895,0.00649,0.216,0.29,129.265,6LOmCFmXhVHlTkXOLWXYKP,178840,4
0.834,0.284,3,-13.497,1,0.102,0.657,2.4e-06,0.0676,0.684,92.224,6QfGyzfwf7dm38Tmf49BpC,160467,4
0.784,0.127,7,-19.02,1,0.185,0.707,0.000109,0.0946,0.458,130.889,0YfDBg5GmVtglEaFXoGPiI,107267,4
0.576,0.412,3,-9.244,1,0.0698,0.847,0.0,0.12,0.687,161.418,5DMTreJFLW0tzLdqIC7OtZ,183213,4
0.441,0.391,10,-10.129,1,0.031,0.669,1.38e-05,0.347,0.698,104.254,2WaSH7SRWoFUOSBzurhVws,151013,4
0.626,0.652,2,-10.787,1,0.0384,0.671,0.0,0.229,0.779,103.902,3pV7SPKgUzKnIuaWVcrNJn,142507,4
0.384,0.591,7,-8.34,1,0.0389,0.543,0.0,0.204,0.433,107.477,2766IgtVMQnjlAHzBqIZCB,134840,4
0.608,0.248,11,-13.541,1,0.281,0.941,0.0,0.0863,0.877,200.035,6bdCl7Ysl8UzYKNJ9uYPFB,168960,4
0.638,0.323,6,-10.869,0,0.108,0.918,0.0,0.0858,0.751,113.875,6pTS4MPPQxQ2y9cvxA4lZs,160373,4
0.456,0.404,8,-9.706,1,0.0361,0.611,0.0,0.375,0.875,170.344,7bDZBEu0qgsUs8EIa3WYh0,178813,4
0.556,0.59,10,-7.307,1,0.0277,0.161,0.0,0.235,0.866,147.466,7nbnIbZC4uWuJFxvfc0glv,149853,4
0.425,0.547,7,-6.453,1,0.042,0.397,0.0,0.755,0.742,84.474,4SfPVS3lMe3YwmgBFBbcDE,172267,4
0.138,0.206,8,-13.434,1,0.0379,0.782,3.03e-06,0.114,0.277,53.062,4SX6MuXZrQRsVv6MI1rWGI,188053,5
0.456,0.285,7,-13.676,1,0.0858,0.766,0.0,0.0786,0.516,83.435,1rtzABisO0N3DL9S3WQ2Z1,221293,4
0.551,0.144,8,-13.883,0,0.0392,0.515,0.0,0.187,0.648,128.122,4Z4eU8yoBtBGIQPQrhCFr2,194307,4
0.715,0.212,7,-12.799,1,0.0813,0.937,0.0,0.118,0.695,156.329,0ApUPYg8ifMJZchhFeFLDs,160947,4
0.416,0.589,0,-11.099,1,0.176,0.719,0.0,0.347,0.925,183.832,52ECa63SZm42ZsIPjjPlLB,145733,4
0.362,0.566,2,-6.836,0,0.0673,0.665,0.0,0.0686,0.848,173.679,7aVfH2La99DMdbvOkGorAQ,198227,4
0.485,0.0377,5,-16.477,1,0.0291,0.977,0.00649,0.0856,0.205,80.334,3YU16osxnEi1e0SvXIt0QW,192893,4
0.359,0.303,10,-13.443,1,0.029,0.827,0.0,0.143,0.379,111.031,3dP26yhAx1murb5j0Y833W,165040,4
0.599,0.535,2,-10.853,1,0.0373,0.473,0.0,0.0771,0.839,144.706,7jI7n0B2SvrzTcsJVuceCw,169933,4
0.44,0.421,7,-10.679,1,0.0435,0.68,0.0,0.213,0.853,163.463,3Ku10qaEMUwQ7gj8H5gea6,184293,4
0.509,0.404,5,-8.261,1,0.0351,0.699,7.54e-05,0.0769,0.576,126.896,2y8Az6zkzWtLKjx4XzaxaJ,178520,4
0.525,0.313,9,-9.83,1,0.155,0.931,0.00162,0.117,0.682,183.837,1eL9zEczsCJeqLaNuUDwtY,211147,4
0.796,0.215,6,-9.409,1,0.0726,0.495,0.0,0.101,0.572,111.157,3YO0RMWVBJRmzwKVGAgSLF,127800,4
0.692,0.381,2,-6.987,1,0.0332,0.761,0.0,0.19,0.57,112.79,6BvZwDYctgPbAO2zYkCCNR,162240,4
0.72,0.253,7,-10.834,0,0.0512,0.772,5.87e-06,0.256,0.627,123.419,0YB35C6G2CLBDBfJcm9pBE,148013,4
0.379,0.552,10,-6.195,1,0.0286,0.544,0.0,0.246,0.316,133.99,4LvtB7drFpQ4UzmFHcSnCC,209493,4
0.401,0.446,4,-9.646,1,0.0416,0.265,0.0,0.298,0.425,103.906,7r0EUONfPUZ8SD1vu4ro27,168733,4
0.504,0.516,10,-11.268,1,0.0703,0.775,0.0,0.106,0.904,199.684,5k39CBtv8KMf7EGjYDWUbd,171053,4
0.558,0.647,8,-3.81,1,0.135,0.424,0.0,0.0909,0.696,154.594,1KMmccrzgzvGbIAdKBQBjb,193080,4
0.81,0.406,8,-7.819,1,0.107,0.875,0.0,0.113,0.895,142.158,0MQUMFLhBn3KbmwW0GUbQR,173293,4
0.652,0.552,2,-10.511,1,0.0366,0.476,0.0,0.0619,0.963,106.186,5B08BHjou1YVQa8TkNmNwL,131133,4
0.626,0.535,9,-4.441,1,0.0443,0.85,0.0,0.0561,0.671,108.804,47O5lXcK78Z3TIiGzuc18l,144200,4
0.758,0.468,0,-8.949,1,0.0741,0.934,0.0,0.739,0.782,110.305,7itJnv5HKRdvYkGrcVtsPz,179133,4
0.751,0.316,9,-9.429,1,0.168,0.928,0.0,0.216,0.843,144.324,0ZCznYeUvKJxxpQ0l4RutJ,174827,4
0.585,0.486,3,-8.421,1,0.264,0.874,0.0,0.0571,0.97,206.432,090OJddWzQFGpN6NGIjkIi,119467,4
0.333,0.174,6,-13.639,0,0.0271,0.986,0.00379,0.351,0.448,79.518,72aC0MzOky8tmiJPTms7HV,177200,3
0.813,0.32,3,-12.71,1,0.18,0.922,2.78e-06,0.305,0.803,79.504,2FZZZ3L1wj9xTgQzMlQEed,149333,4
0.678,0.365,6,-10.028,0,0.0643,0.84,0.0,0.0894,0.955,154.609,6ghdeAG64RBwahVxWzj9sa,139533,4
0.623,0.582,1,-6.587,1,0.149,0.861,0.0,0.341,0.562,76.202,600wNkX9UT5rB0HRceHxX7,160533,4
0.42,0.674,2,-7.076,1,0.0327,0.68,0.00163,0.469,0.619,158.548,2D26wSZKpvRa4InxXW8lNu,155253,4
0.719,0.257,0,-14.446,0,0.0435,0.88,2.61e-06,0.257,0.75,103.829,1UviWMzF3JTVHWpHS46ql7,159907,4
0.679,0.337,3,-13.54,0,0.118,0.807,0.0,0.0512,0.955,152.486,6UyFNtqklr8VjtNEmSRGCw,119867,4
0.838,0.236,10,-12.017,1,0.11,0.497,0.0,0.0915,0.681,80.463,4UXFiYNHbTIfhT4r1fMruh,187333,4
0.592,0.152,9,-12.996,0,0.0587,0.85,2.07e-06,0.316,0.624,141.638,76UsyS5qgfUTPfmK7MitEQ,92187,4
0.326,0.326,0,-15.144,1,0.0297,0.591,0.918,0.494,0.87,186.232,6zwvB879PJSpTyFcg2wwnL,142693,3
0.616,0.271,9,-12.215,0,0.0414,0.759,8.47e-06,0.0781,0.649,104.519,0UsdtLayy7SqJ4rUsDMRk8,151707,4
0.67,0.365,0,-10.158,1,0.0564,0.525,0.0,0.0575,0.45,119.344,2dR5WkrpwylTuT3jRWNufa,147147,4
0.471,0.021,10,-24.385,1,0.0366,0.931,1.19e-06,0.103,0.356,107.796,3zpj9dvJABiyMrmLCPw6i8,164573,3
0.562,0.194,0,-15.364,1,0.0448,0.795,0.0,0.322,0.773,135.903,14t8pLQkLLskPriG8bs96b,154027,3
0.37,0.207,7,-14.98,0,0.0471,0.8,0.0,0.0918,0.159,63.418,6pY1AWqj42B5pngwtgyTJ4,183000,4
0.513,0.173,0,-13.2,1,0.075,0.879,3.72e-06,0.128,0.525,101.764,3vHWyoQ932ywtPGv1aHYnt,148400,4
0.573,0.275,8,-10.684,1,0.0534,0.84,0.0,0.196,0.588,140.9,5BLr7EEgi2JdKbMbYjFXas,148267,4
0.615,0.186,0,-12.382,0,0.0508,0.675,0.0,0.194,0.749,73.007,1V2DhDLhHveMmVtOvXh2wf,138320,4
0.553,0.201,3,-14.344,1,0.0383,0.883,1.79e-06,0.12,0.646,129.684,46qAXuH5IaSeWC7TQ3SoER,169747,4
0.498,0.221,5,-11.75,0,0.045,0.958,0.053,0.222,0.54,168.748,7Eo3ow9Owy5iAoulBtE3Mq,155107,3
0.267,0.205,2,-13.75,1,0.0348,0.966,0.00203,0.113,0.178,88.584,6YAgmqaeo8Fm3pne8OJEBo,144800,4
0.78,0.591,3,-7.764,1,0.09,0.807,0.0,0.23,0.771,126.803,7eyjhTyv9gSVJQ9HTk6AUU,166280,4
0.565,0.591,8,-11.714,1,0.106,0.695,2.82e-05,0.43,0.718,157.543,6E0GmOHaCLSQmrQqyeF2ER,198087,4
0.53,0.472,8,-8.269,1,0.0401,0.598,0.0,0.0569,0.798,81.207,1CPHII2Fu2AcBF4fsiQhZG,142200,4
0.84,0.197,7,-12.96,1,0.0932,0.779,8.79e-05,0.154,0.817,122.769,3LBdLmmd2P9yeNpsDHpFkh,172947,4
0.546,0.398,5,-5.769,1,0.0396,0.717,0.0,0.22,0.482,120.92,3Fyj22NPIu3kzhpu9KF7Bg,177240,4
0.659,0.814,4,-5.364,0,0.036,0.603,0.0,0.559,0.937,122.962,7uXktLVq43HeS4fPU4nQna,140333,4
0.475,0.338,9,-12.485,1,0.0327,0.731,0.0,0.0853,0.599,78.92,6BzzJV3g5wl0C2tb22VogO,168093,4
0.705,0.502,5,-7.914,0,0.0589,0.387,0.0,0.364,0.729,140.843,2YSKZSdG6JnhvqjwrOiq4N,170040,4
0.647,0.284,5,-12.668,1,0.0712,0.733,0.0,0.0892,0.708,69.9,1nyda3RgBap7i8OYxPAi7K,160773,4
0.196,0.119,4,-17.838,1,0.0415,0.946,0.0,0.12,0.206,82.243,0fZgk63gZmMA38fosHGMyk,93173,3
0.781,0.798,10,-5.204,1,0.0323,0.534,0.0,0.134,0.963,130.603,7sRq0gQGQWb4SvvBsCV7md,158333,4
0.508,0.278,2,-9.737,1,0.0438,0.862,0.0,0.158,0.487,133.145,6pew3Sff2WTusydMb9epXi,164933,3
0.611,0.195,10,-14.923,0,0.103,0.849,0.0117,0.506,0.827,153.734,2mGptyQXBkLRfnOHDucFmF,177547,4
0.507,0.219,0,-13.62,1,0.0644,0.755,0.162,0.858,0.804,178.512,0WZGFA39yR2y148H05bHgC,168000,4
0.607,0.488,2,-8.701,1,0.1,0.626,0.0,0.0336,0.949,200.248,0AnMEIr1QG46QdLGFBHHsG,158667,4
0.74,0.351,0,-10.888,1,0.159,0.875,0.0,0.0962,0.691,131.091,5WMt98xu4lnKVp5PgeuecD,135693,4
0.601,0.0929,0,-13.419,1,0.0536,0.813,0.0,0.147,0.405,114.241,3JSfjZJ7jmYkD5Dw4LQ6ge,155213,4
0.642,0.523,3,-8.579,1,0.11,0.772,3.26e-06,0.527,0.654,101.635,3QnHWkNMY2mpy494Bis0ly,185627,4
0.461,0.185,2,-18.087,1,0.0502,0.604,0.0,0.121,0.405,95.509,3HuJDcOWx0gE9Yng2uWY7K,196840,4
0.586,0.421,1,-14.484,1,0.0728,0.668,0.0,0.107,0.943,166.137,4qfiEEKi8KlraPxzIvAg87,162693,4
0.63,0.468,3,-9.696,1,0.076,0.797,0.0,0.146,0.728,97.427,0LWYJDBY59c4YHbTs1P7lz,144400,4
0.717,0.194,7,-13.088,0,0.043,0.749,1.07e-06,0.0793,0.758,114.744,6KY3HD3nM0zyMkrz7jAlYL,154160,4
0.775,0.389,9,-8.902,0,0.0685,0.71,0.000363,0.134,0.471,131.061,6t4mncxgMmg2HhXdI4N8lY,134200,3
0.603,0.129,1,-14.432,1,0.0751,0.87,0.0,0.0482,0.527,148.411,1nkkPqU0zKgBuQsvFwjvlI,177560,4
0.558,0.223,10,-12.362,1,0.0299,0.868,0.000972,0.13,0.303,101.711,4LJcNiq2pBb8OeqrGdBJQw,161547,3
0.44,0.396,0,-11.584,1,0.0384,0.825,0.0,0.352,0.778,82.982,2Q87Wv1UylYPZ1yAH87ddv,109707,5
0.509,0.384,4,-10.873,1,0.0524,0.841,0.0,0.0949,0.776,132.864,3P6EAptKge4l7dRbXArd8g,150853,5
0.658,0.0542,8,-19.427,1,0.0596,0.96,0.106,0.106,0.345,90.138,0VX8ptOQhUt1SIOHYLZGNN,146347,4
0.772,0.413,0,-8.193,0,0.089,0.0361,0.0,0.111,0.211,131.965,01Lr5YepbgjXAWR9iOEyH1,246213,4
0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,6gBFPUFcJLzWGx4lenP6h2,243837,4
0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022,1auxYwYrFRqZP7t3s7w4um,219333,4
0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,7GX5flRQZVHRAGd6B4TmDO,182707,4
0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,7KXjTSCq5nL1LoYtL7XAwS,177000,4
0.561,0.52,11,-9.342,0,0.244,0.0503,1.86e-06,0.355,0.424,153.15,1bDbXMyjaUIooNwFE9wn0N,239360,3
0.791,0.582,11,-7.323,0,0.286,0.0114,0.0,0.35,0.443,162.991,1e1JKLEDKP7hEQzJfNAgPl,181812,4
0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,7ycWLEP1GsNjVvcjawXz3z,205040,4
0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,0FZ4Dmg8jJJAPJnvBIzD9z,228760,4
0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,0VgkVdmE4gld66l8iyGjgx,204600,4
0.876,0.519,11,-6.531,1,0.143,0.202,0.0,0.108,0.158,94.981,1ZAyjvIk9YiD76yYy0TEG6,175230,4
0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,2ZRo7axmMPeSVUvDbGkJah,110886,4
0.88,0.428,9,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,100.007,7sO5G9EABYOXQKNPNiE9NR,172800,4
0.914,0.37,0,-10.421,1,0.191,0.0516,0.0,0.0988,0.259,138.104,1wxwtRePHymW9YiTW3kwVr,98325,4
0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,1f5cbQtDrykjarZVrShaDI,209269,4
0.735,0.623,7,-7.185,0,0.293,0.231,0.0,0.107,0.312,148.143,2zQUzM4ZpUXpqp6CjWJuP4,142289,4
0.817,0.816,2,-5.402,1,0.269,0.00263,0.0,0.159,0.508,181.982,2UVbBKQOdFAekPTRsnkzcf,190288,4
0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,78QR3Wp35dqAhFEc2qAGjE,145543,4
0.69,0.521,10,-8.492,0,0.339,0.324,0.0,0.0534,0.494,100.028,68Dni7IE4VyPkTOH9mRWHr,292799,4
0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008,3QzAOrNlsabgbMwlZt7TAY,180435,4
0.733,0.678,6,-7.771,1,0.438,0.121,0.0,0.344,0.841,175.985,5PTG6rrL6EPFD9E2QMI2pl,142000,4
0.705,0.808,0,-5.999,0,0.215,0.346,0.0,0.337,0.271,150.081,2eOFpvSiHZS9pLaait0vSz,219013,4
0.79,0.67,1,-5.527,1,0.105,0.377,2.32e-06,0.119,0.408,139.956,0fX4oNGBWO3dSGUZcVdVV2,195950,4
0.747,0.712,11,-4.68,0,0.0539,0.057,0.0,0.0885,0.969,153.966,3dpPfrdOs6gEL12XcT2X3j,169296,3
0.754,0.342,10,-8.677,0,0.0991,0.073,0.0,0.193,0.423,128.981,5qHirGR7M9tdm6C17DlzSY,121347,4
0.672,0.717,5,-7.476,1,0.226,0.103,0.0,0.398,0.473,157.905,7nc7mlSdWYeFom84zZ8Wr8,180380,4
0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,3F5CgOj3wFlRv51JsHbxhe,218365,4
0.823,0.572,6,-6.067,0,0.0865,0.0079,0.0,0.113,0.568,141.996,0axBgt9y0GvMCLuRl2xBKG,175954,4
0.902,0.582,5,-5.902,0,0.109,0.111,3.18e-06,0.111,0.332,107.005,0wHFktze2PHC5jDt3B17DC,173948,4
0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,2xLMifQCjDGFmkHkpNLD9h,312820,4
0.711,0.611,1,-5.451,1,0.365,0.00582,0.0,0.23,0.143,134.111,2P0Si3pfikrrkpLLnrXaLR,252262,4
0.904,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.996,4wFjTWCunQFKtukqrNijEt,303077,4
0.83,0.564,1,-7.822,1,0.235,0.177,0.0,0.128,0.107,85.042,5FkoSXiJPKTNyYgALRJFhD,129882,4
0.732,0.69,0,-4.992,0,0.134,0.291,0.0,0.116,0.758,143.072,4jTiyLlOJVJj3mCr7yfPQD,206307,4
0.724,0.573,7,-4.113,1,0.0549,0.118,0.0,0.538,0.438,113.088,4KW1lqgSr8TKrvBII0Brf8,135920,4
0.74,0.488,1,-7.664,0,0.27,0.234,0.0,0.241,0.584,149.042,7rvyVWja33WG9R97oeJAjx,120133,4
0.785,0.903,2,-4.184,1,0.21,0.258,0.0,0.169,0.565,139.98,29TPjc8wxfz4XMn21O7VsZ,193234,4
0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.367,0.367,143.01,2G1tXoGBaEMJ7FKGnkf6ud,203161,4
0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,1fewSx2d5KIZ04wsooEBOz,203267,4
0.82,0.592,1,-7.002,1,0.29,0.0149,4.71e-06,0.121,0.4,159.98,7fEoXCZTZFosUFvFQg1BmW,196180,4
